"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score MS Amanda 2.0: MS Amanda 2.0"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): MS Amanda 2.0"	"# Peptides (by Search Engine): Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Gene ID"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Adj. P-Value: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Variability [%]: (Aortic_Aneurism) / (Healthy)"	"Abundances (Grouped): Aortic_Aneurism"	"Abundances (Grouped): Healthy"	"Abundances (Grouped) CV [%]: Aortic_Aneurism"	"Abundances (Grouped) CV [%]: Healthy"	"Found in Sample: [S1] F1: Sample, 10364, Aortic_Aneurism, 1"	"Found in Sample: [S2] F2: Sample, 10364, Aortic_Aneurism, 2"	"Found in Sample: [S3] F3: Sample, 10367, Aortic_Aneurism, 1"	"Found in Sample: [S4] F4: Sample, 10367, Aortic_Aneurism, 2"	"Found in Sample: [S5] F5: Sample, VD2100020, Aortic_Aneurism, 1"	"Found in Sample: [S6] F6: Sample, VD2100020, Aortic_Aneurism, 2"	"Found in Sample: [S7] F7: Sample, VD2100023, Aortic_Aneurism, 1"	"Found in Sample: [S8] F8: Sample, VD2100023, Aortic_Aneurism, 2"	"Found in Sample: [S9] F9: Sample, VD2100042, Aortic_Aneurism, 1"	"Found in Sample: [S10] F10: Sample, VD2100042, Aortic_Aneurism, 2"	"Found in Sample: [S11] F11: Sample, VD2100089, Aortic_Aneurism, 1"	"Found in Sample: [S12] F12: Sample, VD2100089, Aortic_Aneurism, 2"	"Found in Sample: [S13] F13: Sample, VD2100127, Aortic_Aneurism, 1"	"Found in Sample: [S14] F14: Sample, VD2100127, Aortic_Aneurism, 2"	"Found in Sample: [S15] F15: Sample, VD2100143, Aortic_Aneurism, 1"	"Found in Sample: [S16] F16: Sample, VD2100143, Aortic_Aneurism, 2"	"Found in Sample: [S17] F17: Sample, VD2200046, Aortic_Aneurism, 1"	"Found in Sample: [S18] F18: Sample, VD2200046, Aortic_Aneurism, 2"	"Found in Sample: [S21] F21: Sample, VD2300002, Aortic_Aneurism, 1"	"Found in Sample: [S22] F22: Sample, VD2300002, Aortic_Aneurism, 2"	"Found in Sample: [S23] F23: Sample, VD2300004, Aortic_Aneurism, 1"	"Found in Sample: [S24] F24: Sample, VD2300004, Aortic_Aneurism, 2"	"Found in Sample: [S25] F25: Sample, VD2300023, Aortic_Aneurism, 1"	"Found in Sample: [S26] F26: Sample, VD2300023, Aortic_Aneurism, 2"	"Found in Sample: [S27] F27: Sample, VD2300050, Aortic_Aneurism, 1"	"Found in Sample: [S28] F28: Sample, VD2300050, Aortic_Aneurism, 2"	"Found in Sample: [S29] F29: Sample, VD2300066, Aortic_Aneurism, 1"	"Found in Sample: [S30] F30: Sample, VD2300066, Aortic_Aneurism, 2"	"Found in Sample: [S31] F31: Sample, VD2300083, Aortic_Aneurism, 1"	"Found in Sample: [S32] F32: Sample, VD2300083, Aortic_Aneurism, 2"	"Found in Sample: [S33] F33: Sample, VD2300087, Aortic_Aneurism, 1"	"Found in Sample: [S34] F34: Sample, VD2300087, Aortic_Aneurism, 2"	"Found in Sample: [S35] F35: Sample, VD2300117, Aortic_Aneurism, 1"	"Found in Sample: [S36] F36: Sample, VD2300117, Aortic_Aneurism, 2"	"Found in Sample: [S37] F37: Sample, VD2400050, Aortic_Aneurism, 1"	"Found in Sample: [S38] F38: Sample, VD2400050, Aortic_Aneurism, 2"	"Found in Sample: [S39] F39: Sample, VD2400066, Aortic_Aneurism, 1"	"Found in Sample: [S40] F40: Sample, VD2400066, Aortic_Aneurism, 2"	"Found in Sample: [S41] F41: Sample, FA1, Aortic_Aneurism, 1"	"Found in Sample: [S42] F42: Sample, FA1, Aortic_Aneurism, 2"	"Found in Sample: [S43] F43: Sample, FA3, Aortic_Aneurism, 1"	"Found in Sample: [S44] F44: Sample, FA3, Aortic_Aneurism, 2"	"Found in Sample: [S45] F45: Sample, FA5, Aortic_Aneurism, 1"	"Found in Sample: [S46] F46: Sample, FA5, Aortic_Aneurism, 2"	"Found in Sample: [S48] F48: Sample, FA6, Aortic_Aneurism, 2"	"Found in Sample: [S49] F49: Sample, FA7, Aortic_Aneurism, 1"	"Found in Sample: [S50] F50: Sample, FA7, Aortic_Aneurism, 2"	"Found in Sample: [S65] F65: Sample, FA6, Aortic_Aneurism, 1"	"Found in Sample: [S51] F51: Sample, SCALA50-----, Healthy, 1"	"Found in Sample: [S52] F52: Sample, SCALA50-----, Healthy, 2"	"Found in Sample: [S53] F53: Sample, 245AIT, Healthy, 1"	"Found in Sample: [S54] F54: Sample, 245AIT, Healthy, 2"	"Found in Sample: [S55] F55: Sample, 284AIT, Healthy, 1"	"Found in Sample: [S56] F56: Sample, 284AIT, Healthy, 2"	"Found in Sample: [S57] F57: Sample, 230AIT, Healthy, 1"	"Found in Sample: [S58] F58: Sample, 230AIT, Healthy, 2"	"Found in Sample: [S59] F59: Sample, 161FCP/FA, Healthy, 1"	"Found in Sample: [S60] F60: Sample, 161FCP/FA, Healthy, 2"	"Found in Sample: [S61] F61: Sample, 279TCFA/HR, Healthy, 1"	"Found in Sample: [S62] F62: Sample, 279TCFA/HR, Healthy, 2"	"Found in Sample: [S63] F63: Sample, 282HR, Healthy, 1"	"Found in Sample: [S64] F64: Sample, 282HR, Healthy, 2"	"# Protein Groups"	"Modifications"
"4293732190144876547"	"True"	"High"	"IsMasterProtein"	"P13498"	"Cytochrome b-245 light chain"	"0.001"	"8.432"	"16"	"1"	"1"	"1"	"195"	"21.0"	"9.54"	""	"3.58"	""	"1"	"cell organization and biogenesis;other metabolic processes;stress response;transport;other biological processes"	"plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf05038"	"1535"	"ENSG00000051523"	"CYBA"	"hsa:1535; P13498; Q14090; Q9BR72"	"TNF-alpha signaling; Microglia pathogen phagocytosis pathway; Urotensin-II-mediated signaling; Genetic causes of porto-sinusoidal vascular disease"	"Neutrophil degranulation; RAC1 GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; Detoxification of Reactive Oxygen Species; VEGFA-VEGFR2 Pathway; WNT5:FZD7-mediated leishmania damping; ROS and RNS production in phagocytes; Cross-presentation of particulate exogenous antigens (phagosomes); RHO GTPases Activate NADPH Oxidases"	"14"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"61.14"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"4404494894943398685"	"True"	"High"	"IsMasterProtein"	"Q6P5R6"	"Ribosomal protein eL22-like"	"0.001"	"8.284"	"20"	"1"	"1"	"1"	"122"	"14.6"	"9.38"	""	"3.19"	""	"1"	"protein metabolism;other metabolic processes"	"translational apparatus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01776"	"200916"	"ENSG00000163584"	"RPL22L1"	"hsa:200916; Q32Q77; Q6P5R6"	""	"Regulation of expression of SLITs and ROBOs; L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); SRP-dependent cotranslational protein targeting to membrane; Viral mRNA Translation; Response of EIF2AK4 (GCN2) to amino acid deficiency; Peptide chain elongation; Selenocysteine synthesis; Eukaryotic Translation Termination; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	"13"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"36.88"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"4900440247780228765"	"True"	"High"	"IsMasterProtein"	"Q13616"	"Cullin-1"	"0.001"	"8.128"	"2"	"1"	"2"	"1"	"776"	"89.6"	"8.00"	"220.01"	"2.80"	"1"	"1"	"cell cycle OR cell proliferation;protein metabolism;other metabolic processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;nucleus;other cell component"	"other molecular function"	"Pf00888, Pf10557"	"8454"	"ENSG00000055130"	"CUL1"	"D3DWG3; hsa:8454; O60719; Q08AL6; Q13616; Q8IYW1"	"Cell cycle; TNF-alpha signaling; Parkin-ubiquitin proteasomal system pathway; Apoptosis-related network due to altered Notch3 in ovarian cancer; Glucocorticoid receptor pathway; Nuclear receptors meta-pathway; TGF-beta signaling pathway; Pleural mesothelioma; Notch signaling"	"Iron uptake and transport; Nuclear events stimulated by ALK signaling in cancer; FCERI mediated NF-kB activation; Regulation of PLK1 Activity at G2/M Transition; Circadian Clock; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Neddylation; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; Activation of NF-kappaB in B cells; SCF-beta-TrCP mediated degradation of Emi1; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of RUNX2 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Cyclin D associated events in G1; Regulation of BACH1 activity; MAP3K8 (TPL2)-dependent MAPK1/3 activation; NOTCH1 Intracellular Domain Regulates Transcription; Prolactin receptor signaling; Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"	"41"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"44.77"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"6652333726364905627"	"True"	"High"	"IsMasterProtein"	"Q5XXA6"	"Anoctamin-1"	"0.001"	"8.091"	"2"	"2"	"4"	"2"	"986"	"114.0"	"8.54"	"317.29"	"4.65"	"2"	"2"	"cell organization and biogenesis;stress response;transport;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;nucleus;other cell component"	"signal transduction activity or receptor binding;transporter activity;other molecular function"	"Pf04547, Pf16178"	"55107"	"ENSG00000131620"	"ANO1"	"A0A2H4Y9B2; A8KAM3; E9PNA7; hsa:55107; Q5XXA6; Q8IYY8; Q8N7V3"	"Thyroxine (thyroid hormone) production"	"Stimuli-sensing channels; Induction of Cell-Cell Fusion"	"3"	"0"	"0.201"	"0.187732126447628"	"113.41"	"7.4"	"192.6"	"53.90"	"59.73"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-9099132526023132947"	"True"	"High"	"IsMasterProtein"	"Q9Y6D5"	"Brefeldin A-inhibited guanine nucleotide-exchange protein 2"	"0.001"	"7.978"	"1"	"1"	"2"	"1"	"1785"	"201.9"	"6.33"	"253.59"	"2.36"	"1"	"1"	"cell organization and biogenesis;other metabolic processes;transport;signal transduction;other biological processes"	"other membranes;cytosol;cytoskeleton;ER/Golgi;other cytoplasmic organelle;other cell component"	"signal transduction activity or receptor binding;enzyme regulator activity;cytoskeletal activity;other molecular function"	"Pf01369, Pf09324, Pf12783, Pf16213, Pf20252"	"10564"	"ENSG00000124198"	"ARFGEF2"	"hsa:10564; Q5TFT9; Q9NTS1; Q9Y6D5"	""	"Association of TriC/CCT with target proteins during biosynthesis"	"1"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"47.73"	""	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-6945972540220555835"	"True"	"High"	"IsMasterProtein"	"Q96ST3"	"Paired amphipathic helix protein Sin3a"	"0.001"	"7.719"	"1"	"1"	"6"	"1"	"1273"	"145.1"	"7.25"	"637.74"	"7.26"	"1"	"1"	"cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf02671, Pf08295, Pf16879"	"25942"	"ENSG00000169375"	"SIN3A"	"B2RNS5; hsa:25942; Q8N8N4; Q8NC83; Q8WV18; Q96L98; Q96ST3; Q9UFQ1"	"Androgen receptor signaling; Retinoblastoma gene in cancer; MECP2 and associated Rett syndrome; TGF-beta signaling pathway; Transcription co-factors SKI and SKIL protein partners; Hedgehog signaling; 15q11q13 copy number variation; Effect of omega-3 PUFA on Huntington's disease pathways"	"Cytoprotection by HMOX1; Factors involved in megakaryocyte development and platelet production; Regulation of MITF-M-dependent genes involved in cell cycle and proliferation; NoRC negatively regulates rRNA expression; STAT3 nuclear events downstream of ALK signaling; FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes; SUMOylation of transcription cofactors; MECP2 regulates transcription of neuronal ligands; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; Regulation of lipid metabolism by PPARalpha; Regulation of MECP2 expression and activity; Regulation of MITF-M-dependent genes involved in apoptosis; MECP2 regulates neuronal receptors and channels; Loss of MECP2 binding ability to 5mC-DNA"	"22"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"65.63"	""	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-5155648202112004319"	"True"	"High"	"IsMasterProtein"	"Q8IZJ1"	"Netrin receptor UNC5B"	"0.001"	"7.709"	"3"	"1"	"1"	"1"	"945"	"103.6"	"6.02"	""	"3.23"	""	"1"	"cell organization and biogenesis;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes"	"other molecular function"	"Pf00090, Pf00531, Pf00791, Pf07679, Pf17217"	"219699"	"ENSG00000107731"	"UNC5B"	"hsa:219699; Q5T3R9; Q5T3S0; Q86SN3; Q8IZJ1; Q8N1Y2; Q9H9F3"	"Netrin-UNC5B signaling"	"Caspase activation via Dependence Receptors in the absence of ligand; Netrin mediated repulsion signals"	"4"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"37.21"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-8952953409399985954"	"True"	"High"	"IsMasterProtein"	"Q9H1E3"	"Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1"	"0.001"	"7.560"	"4"	"1"	"14"	"1"	"243"	"27.3"	"5.08"	"1414.16"	"16.62"	"1"	"1"	"cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	""	"64710"	"ENSG00000069275"	"NUCKS1"	"hsa:64710; Q54AC0; Q5PXE7; Q9H1D6; Q9H1E3; Q9H723"	""	""	"0"	"0"	"4.373"	"0.0644802109084703"	"65.19"	"162.8"	"37.2"	"90.65"	""	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"8110306690791428834"	"True"	"High"	"IsMasterProtein"	"P29218"	"Inositol monophosphatase 1"	"0.001"	"7.289"	"5"	"1"	"2"	"1"	"277"	"30.2"	"5.26"	"232.48"	"2.99"	"1"	"1"	"other metabolic processes;signal transduction"	"cytosol;other cell component"	"other molecular function"	"Pf00459"	"3612"	"ENSG00000133731"	"IMPA1"	"B2R733; B4DLN3; B7Z6Q4; hsa:3612; J3KQT7; P29218; Q9UK71"	"Integrated breast cancer pathway"	"Synthesis of IP2, IP, and Ins in the cytosol"	"2"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"58.55"	""	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"5384337703464320291"	"True"	"High"	"IsMasterProtein"	"Q16822"	"Phosphoenolpyruvate carboxykinase"	"0.001"	"7.163"	"2"	"1"	"2"	"1"	"640"	"70.7"	"7.62"	"261.57"	"2.81"	"1"	"1"	"other metabolic processes;stress response;developmental processes;other biological processes"	"mitochondrion"	"other molecular function"	"Pf00821, Pf17297"	"5106"	"ENSG00000100889; ENSG00000285241"	"PCK2"	"B4DW73; hsa:5106; O43253; Q16822; Q86U01; Q9BV62"	"Adipogenesis; Transcription factor regulation in adipogenesis; PPAR signaling; PI3K-Akt signaling; Krebs cycle disorders; Bempedoic acid therapy in atherosclerosis and metabolic syndrome; DNA damage response (only ATM dependent)"	"Gluconeogenesis"	"8"	"0"	"4.088"	"0.0873031563006479"	"33.68"	"160.7"	"39.3"	"39.86"	"0.95"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-2057473982284889793"	"True"	"High"	"IsMasterProtein"	"O95302"	"Peptidyl-prolyl cis-trans isomerase FKBP9"	"0.002"	"6.902"	"4"	"1"	"1"	"1"	"570"	"63.0"	"5.08"	""	"3.91"	""	"1"	"protein metabolism;other metabolic processes;other biological processes"	"ER/Golgi"	"other molecular function"	"Pf00254"	"11328"	"ENSG00000122642"	"FKBP9"	"B3KY35; B7Z1G9; B7Z6H3; hsa:11328; O95302; Q2M2A1; Q3MIR7; Q6IN76; Q6P2N1; Q96EX5; Q96IJ9"	""	"Association of TriC/CCT with target proteins during biosynthesis"	"1"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"49.28"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
